arabizi,arabic_harakat,arabic_stripped
m3ayyi,مْعَيِّي,معيي
m3aayaa,مْعَايَاة,معاياة
3aya,عَيَا,عيا
3indo 3aya,عنده عيَا,عنده عيا
3ayyaan,عَيَّان,عيان
3aayi,عَايي,عايي
3ayyi,عَيِّي,عيي
2i3ya,اِعْيَى,اعيى
y3aayi,يعَايي,يعايي
y3ayyi,يعَيِّي,يعيي
yi3ya,يِعْيَى,يعيى
3aaya,عَايَى,عايى
3ayya,عَيَّى,عيى
3iyi,عِيِي,عيي
ghaaz,غَاز,غاز
ghubb,غُبّ,غب
yghubb,يِغُبّ,يغب
ghabb,غَبّ,غب
2aghbar,أَغْبَر,أغبر
ghabra,غَبْرَا,غبرا
ghubur,غُبُر,غبر
ghabra,غَبْرَة,غبرة
ghabara,غَبَرَة,غبرة
katkatuu 3anni 2ilghabara,كتكتوَا عني الغبرة,كتكتوا عني الغبرة
2i3tiiha ghabara,اِعطيهَا غبرة,اعطيها غبرة
2itghabbar,اِتْغَبَّر,اتغبر
ghabbir,غَبِّر,غبر
2ighbur,اِغْبُر,اغبر
yitghabbar,يِتْغَبَّر,يتغبر
yghabbir,يغَبِّر,يغبر
yighbur,يِغْبُر,يغبر
tghabbar,تْغَبَّر,تغبر
ghabbar,غَبَّر,غبر
ghabar,غَبَر,غبر
mitghabbis,مِتْغَبِّس,متغبس
2itghabbas,اِتْغَبَّس,اتغبس
yitghabbas,يِتْغَبَّس,يتغبس
tghabbas,تْغَبَّس,تغبس
mghabbish,مْغَبِّش,مغبش
ghabaash,غَبَاش,غباش
ghabbish,غَبِّش,غبش
2itghabbash,اِتْغَبَّش,اتغبش
yghabbish,يغَبِّش,يغبش
yitghabbash,يِتْغَبَّش,يتغبش
ghabbash,غَبَّش,غبش
tghabbash,تْغَبَّش,تغبش
ghabghabe,غَبْغَبِة,غبغبة
ghabghib,غَبْغِب,غبغب
yghabghib,يغَبْغِب,يغبغب
ghabghab,غَبْغَب,غبغب
ghabi,غَبِي,غبي
2aghbiyaa2,أَغْبِيَاء,أغبياء
ghabaawe,غَبَاوِة,غباوة
ghabaa2,غَبَاء,غباء
2itghaaba,اِتْغَابَى,اتغابى
2istaghbi,اِسْتَغْبِي,استغبي
yitghaaba,يِتْغَابَى,يتغابى
yistaghbi,يِسْتَغْبِي,يستغبي
tghaaba,تْغَابَى,تغابى
2istaghba,اِسْتَغْبَى,استغبى
ghathbara,غَثْبَرَة,غثبرة
qaamat 2ilghathbara,قَامت الغثبرة,قامت الغثبرة
2itghathbar,اِتْغَثْبَر,اتغثبر
yitghathbar,يِتْغَثْبَر,يتغثبر
tghathbar,تْغَثْبَر,تغثبر
ghathbir,غَثْبِر,غثبر
yghathbir,يغَثْبِر,يغثبر
ghathbar,غَثْبَر,غثبر
ghudde,غُدِّة,غدة
ghudad,غُدَد,غدد
ghudde sooda,غدة سودَا,غدة سودا
ghaddaar,غَدَّار,غدار
ghadir,غَدِر,غدر
mughaadir,مُغَادِر,مغادر
mghaadir,مْغَادِر,مغادر
ghaadir,غَادِر,غادر
ghaadir,غَادِر,غادر
2ughdur,اُغْدُر,اغدر
2inghidir,اِنْغِدِر,انغدر
yghaadir,يغَادِر,يغادر
yughdur,يُغْدُر,يغدر
yinghidir,يِنْغِدِر,ينغدر
maghduur,مَغْدُور,مغدور
mughaadara,مُغَادَرَة,مغادرة
ghaadar,غَادَر,غادر
ghadar,غَدَر,غدر
2inghadar,اِنْغَدَر,انغدر
ghadwe,غَدْوِة,غدوة
ghadaa2,غَدَا,غدا
ghaddi,غَدِّى,غدى
2itghadda,اِتْغَدَّى,اتغدى
yghaddi,يغَدِّى,يغدى
yitghadda,يِتْغَدَّى,يتغدى
ghadda,غَدَّى,غدى
tghadda,تْغَدَّى,تغدى
taghziye,تَغْذِيِة,تغذية
2itghazza,اِتْغَذَّى,اتغذى
yitghazza,يِتْغَذَّى,يتغذى
tghazza,تْغَذَّى,تغذى
ghazzi,غَذِّي,غذي
yghazzi,يغَذِّي,يغذي
ghazza,غَذَّى,غذى
ghariib,غَرِيب,غريب
gharbi,غَرْبِي,غربي
ghurabaa2,غُرَبَاء,غرباء
gharba,غَرْبَا,غربا
2istighraab,اِسْتِغْرَاب,استغراب
mistaghrib,مِسْتَغْرِب,مستغرب
ghurbe,غُرْبِة,غربة
ghuraab,غُرَاب,غراب
mughtarib,مُغْتَرِب,مغترب
gharb,غَرْب,غرب
maghrib,مَغْرِب,مغرب
ghirbaan,غِرْبَان,غربان
shuu jaab 2ilghuraab lammo,شو جَاب الغرَاب لَامه,شو جاب الغراب لامه
ghraab 2ilbeen,غرَاب البين,غراب البين
ghurbiyye,غُرْبِيِّة,غربية
ghurbiyye,غُرْبِيِّة,غربية
gharrib,غَرِّب,غرب
2itgharrab,اِتْغَرَّب,اتغرب
2ightirib,اِغْتِرِب,اغترب
2istaghrib,اِسْتَغْرِب,استغرب
ygharrib,يغَرِّب,يغرب
yitgharrab,يِتْغَرَّب,يتغرب
yightirib,يِغْتِرِب,يغترب
yistaghrib,يِسْتَغْرِب,يستغرب
gharrab,غَرَّب,غرب
2aghrab,أَغْرَب,أغرب
tgharrab,تْغَرَّب,تغرب
2ightarab,اِغْتَرَب,اغترب
2istaghrab,اِسْتَغْرَب,استغرب
gharbale,غَرْبَلِة,غربلة
ghirbaal,غِرْبَال,غربال
tghirbil,تْغِرْبِل,تغربل
ghurbaal,غُرْبَال,غربال
yaa m2aamne birjaal yaa m2aamne bilmayy bilghirbaal,يَا مآمنة بَالرجَال يَا مآمنة بَالمي بَالغربَال,يا مآمنة بالرجال يا مآمنة بالمي بالغربال
2itgharbal,اِتْغَرْبَل,اتغربل
yitgharbal,يِتْغَرْبَل,يتغربل
tgharbal,تْغَرْبَل,تغربل
gharbil,غَرْبِل,غربل
ygharbil,يغَرْبِل,يغربل
gharbal,غَرْبَل,غربل
gharrid,غَرِّد,غرد
ygharrid,يغَرِّد,يغرد
gharrad,غَرَّد,غرد
maghruur,مَغْرُور,مغرور
ghiraara,غِرَارَة,غرارة
ghurra,غُرَّة,غرة
ghuruur,غُرُور,غرور
ghurar,غُرَر,غرر
gharrir,غَرِّر,غرر
2ingharr,اِنْغَرّ,انغر
ygharrir,يغَرِّر,يغرر
yingharr,يِنْغَرّ,ينغر
gharrar,غَرَّر,غرر
2ingharr,اِنْغَرّ,انغر
mgharriz,مْغَرِّز,مغرز
ghurze,غُرْزِة,غرزة
ghariize,غَرِيزِة,غريزة
ghuraz,غُرَز,غرز
ghuraz,غَرَائِز,غرائز
maa btiiji ghurze fiiki,مَا بتيجي غرزة فيك,ما بتيجي غرزة فيك
2ighriz,اِغْرِز,اغرز
gharriz,غَرِّز,غرز
yighriz,يِغْرِز,يغرز
ygharriz,يغَرِّز,يغرز
gharaz,غَرَز,غرز
gharraz,غَرَّز,غرز
ghaarish,غَارِش,غارش
gharish,غَرِش,غرش
2ughrush,اُغْرُش,اغرش
yughrush,يُغْرُش,يغرش
gharash,غَرَش,غرش
gharad,غَرَض,غرض
2aghraad,أَغْرَاض,أغراض
ghurdhaan,غُرْضَان,غرضان
gharado shariif,غَرَضُه شريف,غرضه شريف
gharado mush shariif,غَرَضُه مش شريف,غرضه مش شريف
maghrafe,مَغْرَفِة,مغرفة
ghurfe,غُرْفِة,غرفة
mighrafe,مِغْرَفِة,مغرفة
maghaarif,مَغَارِف,مغارف
ghuraf,غُرَف,غرف
2ijat 2ilqidre t3aayir 2ilmaghrafe qkaalatilha ruu7i yaa samra yaa mqka7lafe min yoom yoomik mjawwafe,إِجت القدرة تعَاير المغرفة قَالت الهَا روحي يَا سمرة يَا مْقَحْلَفة من يوم يومك مجوفة,إجت القدرة تعاير المغرفة قالت الها روحي يا سمرة يا مقحلفة من يوم يومك مجوفة
mitil danabit 2ilmighrafe,مِثِل ذنبِة المِغْرَفِة,مثل ذنبة المغرفة
2ighrif,اِغْرِف,اغرف
yighrif,يِغْرِف,يغرف
gharaf,غَرَف,غرف
gharqaan,غَرْقَان,غرقان
ghariiq,غَرِيق,غريق
gharaq,غَرَق,غرق
byighraq bishurbit mayy,بْيِغْرَق بِشُرْبِة مَيّ,بيغرق بشربة مي
gharqaan lashuushto,غَرْقَان لشوشتُه,غرقان لشوشته
gharqaan biddyuun,غَرْقَان بَالديون,غرقان بالديون
2ilghariiq byit3allaq biqashshe,الغَرِيق بْيِتْعَلَّق بِقَشِّة,الغريق بيتعلق بقشة
2ighraq,اِغْرَق,اغرق
gharriq,غَرِّق,غرق
2istaghriq,اِسْتَغْرِق,استغرق
yighraq,يِغْرَق,يغرق
ygharriq,يغَرِّق,يغرق
yistaghriq,يِسْتَغْرِق,يستغرق
ghiriq,غِرِق,غرق
gharraq,غَرَّق,غرق
2istaghraq,اِسْتَغْرَق,استغرق
maghruum,مَغْرُوم,مغروم
gharaame,غَرَامِة,غرامة
ghariim,غَرِيم,غريم
gharaam,غَرَام,غرام
gharaa2im,غَرَائِم,غرائم
gharrim,غَرِّم,غرم
2inghirim,اِنْغِرِم,انغرم
2itgharram,اِتْغَرَّم,اتغرم
ygharrim,يغَرِّم,يغرم
yitgharram,يِتْغَرَّم,يتغرم
yinghirim,يِنْغِرِم,ينغرم
gharram,غَرَّم,غرم
tgharram,تْغَرَّم,تغرم
2ingharam,اِنْغَرَم,انغرم
mughri,مُغْرِي,مغري
ghazzaawi,غَزَّاوِي,غزاوي
ghazaazwe,غَزَازْوِة,غزازوة
ghazze,غَزِّة,غزة
yuuqa3 3araaso ghazz,يُوقَع عَرَاسُه غَزّ,يوقع عراسه غز
2itghazzaz,اِتْغَزَّز,اتغزز
yitghazzaz,يِتْغَزَّز,يتغزز
tghazzaz,تْغَزَّز,تغزز
2inghazz,اِنْغَزّ,انغز
yinghazz,يِنْغَزّ,ينغز
2inghazz,اِنْغَزّ,انغز
ghuzz,غُزّ,غز
ghazziz,غَزِّز,غزز
yghuzz,يغُزّ,يغز
ghazz,غَزّ,غز
yghazziz,يغَزِّز,يغزز
ghazz,غَزّ,غز
ghazzaz,غَزَّز,غزز
ghazaale,غَزَالِة,غزالة
ghazal,غَزَل,غزل
ghuzlaan,غُزْلَان,غزلان
ghizlaan,غِزْلَان,غزلان
ghazaalto saar7a,غزَالته سَارحة,غزالته سارحة
2ighzil,اِغْزِل,اغزل
2itghazzal,اِتْغَزَّل,اتغزل
ghaazil,غَازِل,غازل
yighzil,يِغْزِل,يغزل
yitghazzal,يِتْغَزَّل,يتغزل
yghaazil,يغَازِل,يغازل
ghazal,غَزَل,غزل
tghazzal,تْغَزَّل,تغزل
ghaazal,غَازَل,غازل
ghazwe,غَزْوِة,غزوة
ghazu,غَزُو,غزو
maghza,مَغْزَى,مغزى
ghaazi,غَازِي,غازي
maghaazi,مَغَازِي,مغازي
2ighzu,اِغْزو,اغزو
yighzu,يِغْزو,يغزو
ghaza,غَزَا,غزا
ghassaale,غَسَّالِة,غسالة
maghsale,مَغْسَلِة,مغسلة
taghsiil,تَغْسِيل,تغسيل
ghusul,غُسُل,غسل
ghasiil,غَسِيل,غسيل
maghaasil,مَغَاسِل,مغاسل
taghsiil 2amwaat,تَغْسِيل أموَات,تغسيل أموات
ghassaalit 7oodeen,غَسَّالِة حوضين,غسالة حوضين
laabis 2illi 3a7abil 2ilghasiil,لَابس اللي عحبل الغسيل,لابس اللي عحبل الغسيل
2ighsil,اِغْسِل,اغسل
ghassil,غَسِّل,غسل
2itghassal,اِتْغَسَّل,اتغسل
yighsil,يِغْسِل,يغسل
yghassil,يغَسِّل,يغسل
yitghassal,يِتْغَسَّل,يتغسل
ghasal,غَسَل,غسل
ghassal,غَسَّل,غسل
tghassal,تْغَسَّل,تغسل
ghashshaash,غَشَّاش,غشاش
ghashshiish,غَشِّيش,غشيش
taghshiish,تَغْشِيش,تغشيش
ghushsh,غُشّ,غش
2inghashsh,اِنْغَشّ,انغش
yinghashsh,يِنْغَشّ,ينغش
2inghashsh,اِنْغَشّ,انغش
ghushsh,غُشّ,غش
ghashshish,غَشِّش,غشش
yghushsh,يغُشّ,يغش
yghashshish,يغَشِّش,يغشش
ghashsh,غَشّ,غش
ghashshash,غَشَّش,غشش
ghashiim,غَشِيم,غشيم
ghashaame,غَشَامِة,غشامة
2itghashman,اِتْغَشْمَن,اتغشمن
ghashshim,غَشِّم,غشم
yghashshim,يغَشِّم,يغشم
yitghashman,يِتْغَشْمَن,يتغشمن
tghashman,تْغَشْمَن,تغشمن
ghashsham,غَشَّم,غشم
2itghaasham,اِتْغَاشَم,اتغاشم
yitghaasham,يِتْغَاشَم,يتغاشم
tghaasham,تْغَاشَم,تغاشم
ghaasib,غَاصِب,غاصب
ghaasib,غَاصِب,غاصب
maghsuub,مَغْصُوب,مغصوب
ghasib,غَصِب,غصب
2ightisaab,اِغْتِصَاب,اغتصاب
mughtasib,مُغْتَصِب,مغتصب
2ighsib,اِغْصِب,اغصب
ghassib,غَصِّب,غصب
2ightisib,اِغْتِصِب,اغتصب
2inghisib,اِنْغِصِب,انغصب
yighsib,يِغْصِب,يغصب
yinghisib,يِنْغِصِب,ينغصب
yghassib,يغَصِّب,يغصب
yightisib,يِغْتِصِب,يغتصب
ghasab,غَصَب,غصب
2inghasab,اِنْغَصَب,انغصب
ghassab,غَصَّب,غصب
2ightasab,اِغْتَصَب,اغتصب
ghaasis,غَاصِص,غاصص
ghassa,غَصَّة,غصة
yghuss baalak,يغُص بَالك,يغص بالك
ghuss,غُصّ,غص
yghuss,يغُصّ,يغص
ghass,غَصّ,غص
maghduub,مَغْضُوب,مغضوب
ghadbaan,غَضْبَان,غضبان
ghadiib,غَضِيب,غضيب
ghadab,غَضَب,غضب
2ighdab,اِغْضَب,اغضب
2itghaddab,اِتْغَضَّب,اتغضب
yighdab,يِغْضَب,يغضب
yitghaddab,يِتْغَضَّب,يتغضب
ghidib,غِضِب,غضب
tghaddab,تْغَضَّب,تغضب
mghatrish,مْغَطْرِش,مغطرش
ghatrish,غَطْرِش,غطرش
yghatrish,يغَطْرِش,يغطرش
ghatrash,غَطْرَش,غطرش
ghaatis,غَاطِس,غاطس
ghatuuse,غَطُوسِة,غطوسة
mightaas,مِغْطَاس,مغطاس
maghtas,مَغْطَس,مغطس
maghaatiis,مَغَاطِيس,مغاطيس
maghaatis,مَغَاطِس,مغاطس
ghataayis,غَطَايِس,غطايس
ghatis,غَطِس,غطس
2ughtus,اُغْطُس,اغطس
2itghattas,اِتْغَطَّس,اتغطس
ghattis,غَطِّس,غطس
yughtus,يُغْطُس,يغطس
yitghattas,يِتْغَطَّس,يتغطس
yghattis,يغَطِّس,يغطس
ghatas,غَطَس,غطس
tghattas,تْغَطَّس,تغطس
ghattas,غَطَّس,غطس
ghaatit,غَاطِط,غاطط
ghatta,غَطَّة,غطة
ghutt,غُطّ,غط
yghutt,يغُطّ,يغط
ghatt,غَطّ,غط
mitghatti,مِتْغَطِّي,متغطي
2aghtiye,أَغْطِيِة,أغطية
ghitaa2,غِطَاء,غطاء
tightaaye,تِغْطَايِة,تغطاية
taghtiye,تَغْطِيِة,تغطية
ghata,غَطَا,غطا
2aghtiye,أَغْطِيِة,أغطية
sitir wughata,سِتر وغَطَا,ستر وغطا
ghatta 3alee,غَطَّى عليه,غطى عليه
kilme wuradd ghataaha,كلمة ورد غطَاهَا,كلمة ورد غطاها
maa khalla sitir mghatta,مَا خلَّى سِتِر مْغَطَّى,ما خلى ستر مغطى
ghatti,غَطِّي,غطي
2itghatta,اِتْغَطَّى,اتغطى
mghatta,مْغَطَّى,مغطى
yghatti,يغَطِّي,يغطي
yitghatta,يِتْغَطَّى,يتغطى
ghatta,غَطَّى,غطى
tghatta,تْغَطَّى,تغطى
ghafuur,غَفُور,غفور
maghfira,مَغْفِرَة,مغفرة
2istighfaar,اِسْتِغْفَار,استغفار
ghufraan,غُفْرَان,غفران
2ighfir,اِغْفِر,اغفر
2istaghfir,اِسْتَغْفِر,استغفر
2inghifir,اِنْغِفِر,انغفر
yighfir,يِغْفِر,يغفر
yinghifir,يِنْغِفِر,ينغفر
yistaghfir,يِسْتَغْفِر,يستغفر
ghafar,غَفَر,غفر
2inghafar,اِنْغَفَر,انغفر
2istaghfar,اِسْتَغْفَر,استغفر
ghiff,غِفّ,غف
yghiff,يغِفّ,يغف
ghaff,غَفّ,غف
mughaffal,مُغَفَّل,مغفل
ghafle,غَفْلِة,غفلة
saa3it 2ilghafle,سَاعة الغَفْلِة,ساعة الغفلة
2ighfal,اِغْفَل,اغفل
2itghaafal,اِتْغَافَل,اتغافل
2istaghfil,اِسْتَغْفِل,استغفل
2inghifil,اِنْغِفِل,انغفل
yighfal,يِغْفَل,يغفل
yinghifil,يِنْغِفِل,ينغفل
yitghaafal,يِتْغَافَل,يتغافل
yistaghfil,يِسْتَغْفِل,يستغفل
ghifil,غِفِل,غفل
2inghafal,اِنْغَفَل,انغفل
tghaafal,تْغَافَل,تغافل
2istaghfal,اِسْتَغْفَل,استغفل
ghaafi,غَافِي,غافي
ghafwe,غَفْوِة,غفوة
2ighfa,اِغْفَى,اغفى
ghaffi,غَفِّي,غفي
yighfa,يِغْفَى,يغفى
yghaffi,يغَفِّي,يغفي
ghifi,غِفِي,غفي
ghaffa,غَفَّى,غفى
ghaalib,غَالِب,غالب
ghalbaan,غَلْبَان,غلبان
mghallab,مْغَلَّب,مغلب
mghallabaawi,مْغَلَّبَاوي,مغلباوي
ghaalib,غَالِب,غالب
maghluub,مَغْلُوب,مغلوب
ghalabe,غَلَبِة,غلبة
2ilqaalib ghaalib,القَالب غَالب,القالب غالب
maghluub 3ala 2amro,مَغْلُوب عَلى أَمْرُه,مغلوب على أمره
ktiir ghalabe,كثير غلبة,كثير غلبة
2ighlib,اِغْلِب,اغلب
ghallib,غَلِّب,غلب
2itghallab,اِتْغَلَّب,اتغلب
2inghilib,اِنْغِلِب,انغلب
yighlib,يِغْلِب,يغلب
yinghilib,يِنْغِلِب,ينغلب
yghallib,يغَلِّب,يغلب
yitghallab,يِتْغَلَّب,يتغلب
2aghlab,أَغْلَب,أغلب
ghalab,غَلَب,غلب
2inghalab,اِنْغَلَب,انغلب
ghallab,غَلَّب,غلب
tghallab,تْغَلَّب,تغلب
ghallith,غَلِّث,غلث
yghallith,يغَلِّث,يغلث
ghallath,غَلَّث,غلث
ghaliisiyye,غَلِيسِيِّة,غليسية
ghalaayis,غَلَايِس,غلايس
ghalat,غَلَط,غلط
ghalta,غَلْطَة,غلطة
ghalat,غَلَط,غلط
2aghlaat,أَغْلَاط,أغلاط
wala ghalta,ولَا غَلْطَة,ولا غلطة
2ighlat,اِغْلَط,اغلط
ghallit,غَلِّط,غلط
ghaalit,غَالِط,غالط
yighlat,يِغْلَط,يغلط
yghallit,يغَلِّط,يغلط
yghaalit,يغَالِط,يغالط
ghilit,غِلِط,غلط
ghallat,غَلَّط,غلط
ghaalat,غَالَط,غالط
taghliif,تَغْلِيف,تغليف
ghilaaf,غِلَاف,غلاف
mughallaf,مُغَلَّف,مغلف
ghallif,غَلِّف,غلف
yghallif,يغَلِّف,يغلف
ghallaf,غَلَّف,غلف
mughlaq,مُغْلَق,مغلق
munghaliq,مُنْغَلِق,منغلق
2ighlaaq,إِغْلَاق,إغلاق
ghallig,غَلِّق,غلق
2ighliq,اِغْلِق,اغلق
2inghiliq,اِنْغِلِق,انغلق
yghallig,يغَلِّق,يغلق
yighliq,يِغْلِق,يغلق
yinghiliq,يِنْغِلِق,ينغلق
ghallag,غَلَّق,غلق
2aghlaq,أَغْلَق,أغلق
2inghalaq,اِنْغَلَق,انغلق
2istighlaali,اِسْتِغْلَالِي,استغلالي
minghall,مِنْغَلّ,منغل
maghluul,مَغْلُول,مغلول
ghull,غُلّ,غل
ghill,غِلّ,غل
ghalle,غَلِّة,غلة
ghlaal,غْلَال,غلال
ghaliil,غَلِيل,غليل
2istighlaal,اِسْتِغْلَال,استغلال
fashsh ghullo,فَش غُلُّه,فش غله
yishfi ghaliil,يِشْفِي غَلِيل,يشفي غليل
2istaghill,اِسْتَغِلّ,استغل
2inghall,اِنْغَلّ,انغل
yinghall,يِنْغَلّ,ينغل
yistaghill,يِسْتَغِلّ,يستغل
2inghall,اِنْغَلّ,انغل
2istaghall,اِسْتَغَلّ,استغل
ghalmuushe,غَلْمُوشِة,غلموشة
ghallaaye,غَلَّايِة,غلاية
ghaali,غَالِي,غالي
maghlawanji,مَغْلَوَنْجِي,مغلونجي
2aghla,أَغْلَى,أغلى
ghalwe,غَلْوِة,غلوة
ghalaawe,غَلَاوِة,غلاوة
mughaalaa,مُغَالَاة,مغالاة
ghali,غَلِي,غلي
ghalayaan,غَلَيَان,غليان
ghala,غَلَا,غلا
ghili qalbi,غِلِي قَلبي,غلي قلبي
2ighliiha,اِغليهَا,اغليها
maghli,مَغْلِي,مغلي
